val_loss,val_acc,epoch,step,train_loss,train_acc,test_loss,test_acc
0.9656128287315369,0.6261682510375977,0,373,,,,
,,0,373,1.2648441791534424,0.5214482545852661,,
0.6862409114837646,0.7307242751121521,1,747,,,,
,,1,747,0.791580855846405,0.703570544719696,,
0.6340832114219666,0.7505841255187988,2,1121,,,,
,,2,1121,0.6494448184967041,0.7511497735977173,,
0.4547455608844757,0.8306074738502502,3,1495,,,,
,,3,1495,0.5561795830726624,0.7866878509521484,,
0.4721985459327698,0.8183411359786987,4,1869,,,,
,,4,1869,0.4993818700313568,0.8155364394187927,,
0.39748862385749817,0.84637850522995,5,2243,,,,
,,5,2243,0.4663916528224945,0.8274939656257629,,
0.4699247479438782,0.8165887594223022,6,2617,,,,
,,6,2617,0.43798261880874634,0.8396186828613281,,
0.4586814045906067,0.8189252614974976,7,2991,,,,
,,7,2991,0.42534762620925903,0.8431307077407837,,
0.3656708598136902,0.8621495366096497,8,3365,,,,
,,8,3365,0.39718934893608093,0.8535830974578857,,
0.3388405442237854,0.8744158744812012,9,3739,,,,
,,9,3739,0.37580740451812744,0.8639518618583679,,
0.37062913179397583,0.8545560836791992,10,4113,,,,
,,10,4113,0.36744436621665955,0.8657078146934509,,
0.38539794087409973,0.8440420627593994,11,4487,,,,
,,11,4487,0.35793644189834595,0.870474100112915,,
0.3016786277294159,0.8960280418395996,12,4861,,,,
,,12,4861,0.33619508147239685,0.8779162168502808,,
0.29977455735206604,0.8960280418395996,13,5235,,,,
,,13,5235,0.3308888375759125,0.8783342838287354,,
0.27648550271987915,0.8977803587913513,14,5609,,,,
,,14,5609,0.3142224848270416,0.8847729563713074,,
0.30819302797317505,0.8855140209197998,15,5983,,,,
,,15,5983,0.31146958470344543,0.8882013559341431,,
0.3148718476295471,0.889602780342102,16,6357,,,,
,,16,6357,0.29276522994041443,0.8926331400871277,,
0.2679670751094818,0.9042056202888489,17,6731,,,,
,,17,6731,0.28481200337409973,0.8977339267730713,,
0.278843492269516,0.8995327353477478,18,7105,,,,
,,18,7105,0.28235116600990295,0.8976503014564514,,
0.23365360498428345,0.9252336621284485,19,7479,,,,
,,19,7479,0.2730003893375397,0.9000752568244934,,
0.25384217500686646,0.9117990732192993,20,7853,,,,
,,20,7853,0.26496967673301697,0.9039217233657837,,
0.2658882141113281,0.9059579372406006,21,8227,,,,
,,21,8227,0.2633977234363556,0.9018312692642212,,
0.3370082676410675,0.8761682510375977,22,8601,,,,
,,22,8601,0.25257959961891174,0.9106112718582153,,
0.2206742763519287,0.9141355156898499,23,8975,,,,
,,23,8975,0.24656695127487183,0.9132870435714722,,
0.22466351091861725,0.9182242751121521,24,9349,,,,
,,24,9349,0.2444213330745697,0.9114474654197693,,
0.2550574243068695,0.9042056202888489,25,9723,,,,
,,25,9723,0.24170760810375214,0.9122836589813232,,
0.24586251378059387,0.9112149477005005,26,10097,,,,
,,26,10097,0.23628248274326324,0.9156283736228943,,
0.23709432780742645,0.913551390171051,27,10471,,,,
,,27,10471,0.23167140781879425,0.9156283736228943,,
0.1960218846797943,0.9357476830482483,28,10845,,,,
,,28,10845,0.23557446897029877,0.9156283736228943,,
0.19377727806568146,0.9339953064918518,29,11219,,,,
,,29,11219,0.2334342896938324,0.9147921800613403,,
0.17463719844818115,0.9380841255187988,30,11593,,,,
,,30,11593,0.22630910575389862,0.9192240238189697,,
0.1751813143491745,0.9404205679893494,31,11967,,,,
,,31,11967,0.22267025709152222,0.9209800362586975,,
0.19543994963169098,0.9363317489624023,32,12341,,,,
,,32,12341,0.21540609002113342,0.9221506714820862,,
0.20108017325401306,0.9269859790802002,33,12715,,,,
,,33,12715,0.21546973288059235,0.921481728553772,,
0.1958342045545578,0.9316588640213013,34,13089,,,,
,,34,13089,0.2150065302848816,0.9216489791870117,,
0.18759135901927948,0.9392523169517517,35,13463,,,,
,,35,13463,0.2081322968006134,0.924659252166748,,
0.1853371262550354,0.9339953064918518,36,13837,,,,
,,36,13837,0.20693865418434143,0.9247428774833679,,
0.19803844392299652,0.9269859790802002,37,14211,,,,
,,37,14211,0.20499326288700104,0.9245756268501282,,
0.18182045221328735,0.9351635575294495,38,14585,,,,
,,38,14585,0.2008650004863739,0.9259135127067566,,
0.20481374859809875,0.9252336621284485,39,14959,,,,
,,39,14959,0.20341309905052185,0.9264988899230957,,
0.1779530644416809,0.9339953064918518,40,15333,,,,
,,40,15333,0.20340345799922943,0.9261643886566162,,
0.17848753929138184,0.9252336621284485,41,15707,,,,
,,41,15707,0.20015667378902435,0.9299272298812866,,
0.18088728189468384,0.9392523169517517,42,16081,,,,
,,42,16081,0.1967426985502243,0.9298436045646667,,
0.23122189939022064,0.917640209197998,43,16455,,,,
