val_loss,val_acc,epoch,step,train_loss,train_acc,test_loss,test_acc
,,43,16455,0.19623489677906036,0.926331639289856,,
0.19399462640285492,0.9339953064918518,44,16829,,,,
,,44,16829,0.19772912561893463,0.9258299469947815,,
0.16589504480361938,0.9392523169517517,45,17203,,,,
,,45,17203,0.18875691294670105,0.9315996170043945,,
0.1706397384405136,0.9380841255187988,46,17577,,,,
,,46,17577,0.19549274444580078,0.9286729693412781,,
0.21360957622528076,0.927570104598999,47,17951,,,,
,,47,17951,0.18781541287899017,0.9317668676376343,,
0.1695312112569809,0.9351635575294495,48,18325,,,,
,,48,18325,0.19053897261619568,0.9285893440246582,,
0.2103540450334549,0.9287382960319519,49,18699,,,,
,,49,18699,0.18341869115829468,0.9326866865158081,,
0.15846408903598785,0.9404205679893494,50,19073,,,,
,,50,19073,0.18256551027297974,0.9331047534942627,,
0.17565220594406128,0.9392523169517517,51,19447,,,,
,,51,19447,0.1847188025712967,0.9340245723724365,,
0.16241875290870667,0.9398364424705505,52,19821,,,,
,,52,19821,0.18830028176307678,0.9322685599327087,,
0.17271330952644348,0.9392523169517517,53,20195,,,,
,,53,20195,0.17549611628055573,0.9382055401802063,,
0.14456090331077576,0.947429895401001,54,20569,,,,
,,54,20569,0.17720769345760345,0.9361986517906189,,
0.1408582627773285,0.9480140209197998,55,20943,,,,
,,55,20943,0.17218248546123505,0.935947835445404,,
0.20326851308345795,0.9299065470695496,56,21317,,,,
,,56,21317,0.176192969083786,0.9361150860786438,,
0.14763139188289642,0.9491822719573975,57,21691,,,,
,,57,21691,0.17019468545913696,0.9382055401802063,,
0.1635785698890686,0.9375,58,22065,,,,
,,58,22065,0.17165066301822662,0.9370348453521729,,
0.15273183584213257,0.9468457698822021,59,22439,,,,
,,59,22439,0.1764509528875351,0.9340245723724365,,
0.15181198716163635,0.9462617039680481,60,22813,,,,
,,60,22813,0.1676797717809677,0.9384564161300659,,
0.16015486419200897,0.9404205679893494,61,23187,,,,
,,61,23187,0.16999945044517517,0.9377874135971069,,
0.16647304594516754,0.9410046935081482,62,23561,,,,
,,62,23561,0.16791437566280365,0.9387908577919006,,
0.1444115936756134,0.947429895401001,63,23935,,,,
,,63,23935,0.16361555457115173,0.942553699016571,,
0.1294538974761963,0.9538551568984985,64,24309,,,,
,,64,24309,0.16399824619293213,0.9407141208648682,,
0.1401291787624359,0.9480140209197998,65,24683,,,,
,,65,24683,0.16305337846279144,0.9398779273033142,,
0.12742826342582703,0.9538551568984985,66,25057,,,,
,,66,25057,0.16456866264343262,0.939208984375,,
0.14228829741477966,0.9485981464385986,67,25431,,,,
,,67,25431,0.16991688311100006,0.9397106766700745,,
0.1488814353942871,0.9532710313796997,68,25805,,,,
,,68,25805,0.15979497134685516,0.9428882002830505,,
0.13424181938171387,0.9532710313796997,69,26179,,,,
,,69,26179,0.16027800738811493,0.9406304955482483,,
0.1689257025718689,0.9415887594223022,70,26553,,,,
,,70,26553,0.15724575519561768,0.9389581084251404,,
0.1334146112203598,0.952102780342102,71,26927,,,,
,,71,26927,0.16063466668128967,0.942470133304596,,
0.1402202695608139,0.9497663378715515,72,27301,,,,
,,72,27301,0.15988187491893768,0.940964937210083,,
0.13346728682518005,0.947429895401001,73,27675,,,,
,,73,27675,0.15577343106269836,0.9443097114562988,,
0.132295623421669,0.9532710313796997,74,28049,,,,
,,74,28049,0.1515623927116394,0.9421356320381165,,
0.1444392204284668,0.951518714427948,75,28423,,,,
,,75,28423,0.15483179688453674,0.944226086139679,,
0.13161544501781464,0.9509345889091492,76,28797,,,,
,,76,28797,0.15669246017932892,0.9423865079879761,,
0.13737960159778595,0.9532710313796997,77,29171,,,,
,,77,29171,0.15423065423965454,0.9435571432113647,,
0.14749138057231903,0.9497663378715515,78,29545,,,,
,,78,29545,0.15159818530082703,0.9436407685279846,,
0.13547618687152863,0.9480140209197998,79,29919,,,,
,,79,29919,0.14547698199748993,0.9446442127227783,,
0.13546036183834076,0.952102780342102,80,30293,,,,
,,80,30293,0.1499357968568802,0.9459820985794067,,
0.1341245472431183,0.9538551568984985,81,30667,,,,
,,81,30667,0.15227650105953217,0.9435571432113647,,
0.1443386822938919,0.9491822719573975,82,31041,,,,
,,82,31041,0.15331991016864777,0.9423028826713562,,
0.11986653506755829,0.9561915993690491,83,31415,,,,
,,83,31415,0.144891157746315,0.9458984732627869,,
0.1681322157382965,0.9380841255187988,84,31789,,,,
,,84,31789,0.14804722368717194,0.9438916444778442,,
0.12172918766736984,0.9579439163208008,85,32163,,,,
,,85,32163,0.14428463578224182,0.9471527934074402,,
0.11670141667127609,0.9567757248878479,86,32537,,,,
,,86,32537,0.14526034891605377,0.9480725526809692,,
0.145328551530838,0.9439252614974976,87,32911,,,,
,,87,32911,0.15210889279842377,0.9436407685279846,,
0.12796348333358765,0.9538551568984985,88,33285,,,,
,,88,33285,0.14851117134094238,0.9453131556510925,,
0.15462322533130646,0.9439252614974976,89,33659,,,,
,,89,33659,0.1433635652065277,0.9486579298973083,,
0.11862640082836151,0.9585280418395996,90,34033,,,,
,,90,34033,0.13924643397331238,0.9484906792640686,,
0.15155941247940063,0.9462617039680481,91,34407,,,,
,,91,34407,0.14114467799663544,0.9469855427742004,,
0.12581369280815125,0.9503504633903503,92,34781,,,,
,,92,34781,0.14134946465492249,0.9491596221923828,,
0.14634820818901062,0.947429895401001,93,35155,,,,
,,93,35155,0.14825472235679626,0.9457312226295471,,
0.12222196161746979,0.9526869058609009,94,35529,,,,
,,94,35529,0.14043790102005005,0.9499121904373169,,
0.11624155193567276,0.9591121673583984,95,35903,,,,
,,95,35903,0.14825858175754547,0.9448950290679932,,
0.134333536028862,0.9503504633903503,96,36277,,,,
,,96,36277,0.13913047313690186,0.9499121904373169,,
0.16842281818389893,0.9410046935081482,97,36651,,,,
,,97,36651,0.13604463636875153,0.9489923715591431,,
0.12763606011867523,0.9550233483314514,98,37025,,,,
,,98,37025,0.13495087623596191,0.9492432475090027,,
0.11303666979074478,0.9602803587913513,99,37399,,,,
,,99,37399,0.1368165761232376,0.9491596221923828,,
,,100,37400,,,0.1358019858598709,0.9535223841667175
,,100,37400,,,0.1358019858598709,0.9535223841667175
